Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2813,-1,N/A,,18395,,9618,9618,,4
H3,2008,2008,2008,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,5,5,,6
H3,2008,2008,2008,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,55,-1,N/A,,55,,2777,2777,,6
H3,2008,2008,2008,4,0,0,M,776,Tonga,TON,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,22,-1,N/A,,22,,1145,1145,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,288,-1,N/A,,288,,17657,17657,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,31,-1,N/A,,31,,1894,1894,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,65,65,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,5,-1,N/A,,5,,289,289,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2,-1,N/A,,2,,138,138,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,88,-1,N/A,,88,,5417,5417,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,55,-1,N/A,,55,,3391,3391,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,10,-1,N/A,,10,,586,586,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,3,-1,N/A,,3,,195,195,,6
H3,2009,2009,2009,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,93,-1,N/A,,93,,5683,5683,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,718,-1,N/A,,718,,39473,39473,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,677,-1,N/A,,677,,37257,37257,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,6,-1,N/A,,6,,332,332,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,20,-1,N/A,,20,,1075,1075,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,33,33,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,12,-1,N/A,,12,,639,639,,6
H3,2010,2010,2010,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2,-1,N/A,,2,,136,136,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,191,-1,N/A,,191,,9137,9137,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,38,-1,N/A,,38,,1824,1824,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,26,-1,N/A,,26,,1256,1256,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4,-1,N/A,,4,,182,182,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,15,-1,N/A,,15,,721,721,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,100,-1,N/A,,100,,4780,4780,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,8,-1,N/A,,8,,374,374,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,526,-1,N/A,,526,,32637,32637,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,54,-1,N/A,,54,,3351,3351,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,25,-1,N/A,,25,,1557,1557,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,136,-1,N/A,,136,,8427,8427,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,6,-1,N/A,,6,,343,343,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4,-1,N/A,,4,,246,246,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7,-1,N/A,,7,,457,457,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,17,-1,N/A,,17,,1070,1070,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,120,-1,N/A,,120,,7434,7434,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,157,-1,N/A,,157,,9753,9753,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,677,-1,N/A,,677,,45604,45604,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,49,-1,N/A,,49,,3291,3291,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,5,-1,N/A,,5,,309,309,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,11,-1,N/A,,11,,737,737,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,45,-1,N/A,,45,,3003,3003,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,38,38,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,52,52,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,483,-1,N/A,,483,,32482,32482,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,52,52,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,14,14,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,84,-1,N/A,,84,,5625,5625,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,161,-1,N/A,,161,,10468,10468,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,15,-1,N/A,,15,,944,944,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,8,-1,N/A,,8,,496,496,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,6,-1,N/A,,6,,396,396,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,43,-1,N/A,,43,,2801,2801,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,55,-1,N/A,,55,,3610,3610,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7,-1,N/A,,7,,451,451,,6
H4,2014,2014,2014,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,27,-1,N/A,,27,,1770,1770,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,132,-1,N/A,,132,,5370,5370,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,24,24,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,131,-1,N/A,,131,,5326,5326,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,20,20,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,347,-1,N/A,,347,,13225,13225,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,16,-1,N/A,,16,,597,597,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,2,-1,N/A,,2,,60,60,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,319,-1,N/A,,319,,12178,12178,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,10,-1,N/A,,10,,371,371,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,19,19,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,28,-1,N/A,,28,,1142,1142,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,28,-1,N/A,,28,,1138,1138,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,5,5,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,118,-1,N/A,,118,,5630,5630,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,19,-1,N/A,,19,,898,898,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,11,-1,N/A,,11,,507,507,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,21,-1,N/A,,21,,1002,1002,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,68,-1,N/A,,68,,3223,3223,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,121,-1,N/A,,121,,6047,6047,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,38,38,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,116,-1,N/A,,116,,5808,5808,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,19,19,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4,-1,N/A,,4,,182,182,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,384,-1,N/A,,384,,19202,19202,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,14,14,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,112,-1,N/A,,112,,5627,5627,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,271,-1,N/A,,271,,13560,13560,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,64,64,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,1,-1,N/A,,1,,39,39,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,882,Samoa,WSM,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,0,-1,N/A,,,,25,25,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,80,-1,N/A,,80,,4019,4019,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,7,-1,N/A,,7,,336,336,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,53,-1,N/A,,53,,2640,2640,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,4,-1,N/A,,4,,198,198,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,17,-1,N/A,,17,,846,846,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,8,kg,314,-1,N/A,,314,,15999,15999,,6
